"GEOID","state","income","income.moe","age","age.moe"
"55003","Wisconsin",39381,1885,42.2,0.6
"55005","Wisconsin",45714,1117,43.9,0.2
"55007","Wisconsin",46665,1207,50.8,0.2
"55009","Wisconsin",53527,982,36.8,0.2
"55011","Wisconsin",50196,2227,45,0.2
"55013","Wisconsin",41135,1421,50.9,0.2
"55015","Wisconsin",67427,1946,39,0.5
"55017","Wisconsin",52109,1400,40.6,0.4
"55019","Wisconsin",45048,1517,37.1,0.3
"55021","Wisconsin",59769,1250,42,0.3
"55023","Wisconsin",44459,1468,45.9,0.3
"55025","Wisconsin",62865,831,34.6,0.1
"55027","Wisconsin",53783,1394,42,0.3
"55029","Wisconsin",51928,1473,51.7,0.4
"55031","Wisconsin",47095,2086,40.6,0.5
"55033","Wisconsin",49788,2028,34.1,0.3
"55035","Wisconsin",49513,1652,33.8,0.2
"55037","Wisconsin",48643,4611,51.1,0.7
"55039","Wisconsin",55473,1349,41,0.3
"55041","Wisconsin",40636,1681,45.3,0.3
"55043","Wisconsin",49067,1323,36.1,0.4
"55045","Wisconsin",56219,1984,42.2,0.3
"55047","Wisconsin",46780,1796,45.2,0.3
"55049","Wisconsin",55188,2200,42.9,0.4
"55051","Wisconsin",42543,2157,52.4,0.3
"55053","Wisconsin",47851,2402,42.2,0.5
"55055","Wisconsin",56877,2337,39.1,0.4
"55057","Wisconsin",44961,2192,44.4,0.3
"55059","Wisconsin",54918,1305,37.4,0.2
"55061","Wisconsin",56863,2641,43.5,0.3
"55063","Wisconsin",50539,1244,35.4,0.1
"55065","Wisconsin",51445,1324,41.4,0.4
"55067","Wisconsin",41775,2442,47.2,0.4
"55069","Wisconsin",49721,2124,46.1,0.3
"55071","Wisconsin",48398,1198,44.2,0.2
"55073","Wisconsin",54083,1252,40.6,0.3
"55075","Wisconsin",43425,2241,47.2,0.2
"55077","Wisconsin",46242,1654,48.6,0.2
"55078","Wisconsin",35343,3363,31.6,1.1
"55079","Wisconsin",43873,593,34.2,0.1
"55081","Wisconsin",50694,1587,39.3,0.3
"55083","Wisconsin",52765,1952,45.4,0.1
"55085","Wisconsin",46516,2423,49.9,0.2
"55087","Wisconsin",58765,1311,37.8,0.3
"55089","Wisconsin",76433,1494,43.8,0.2
"55091","Wisconsin",49516,2600,45.2,0.2
"55093","Wisconsin",61611,2179,35.9,0.4
"55095","Wisconsin",50714,1268,44.1,0.2
"55097","Wisconsin",51613,1330,36.2,0.4
"55099","Wisconsin",43137,1394,50.5,0.2
"55101","Wisconsin",55584,1058,39.7,0.3
"55103","Wisconsin",44810,1853,44.1,0.4
"55105","Wisconsin",50324,1116,38.9,0.3
"55107","Wisconsin",39194,1757,47.5,0.3
"55109","Wisconsin",70886,2211,37.6,0.2
"55111","Wisconsin",51055,1283,40.9,0.6
"55113","Wisconsin",41665,1464,49.3,0.2
"55115","Wisconsin",47861,1484,44.3,0.2
"55117","Wisconsin",53713,1167,41.3,0.3
"55119","Wisconsin",45420,1719,43.1,0.3
"55121","Wisconsin",51077,1423,40.7,0.3
"55123","Wisconsin",47675,1928,42.3,0.3
"55125","Wisconsin",41061,1677,52.6,0.2
"55127","Wisconsin",53445,1863,38.9,0.3
"55129","Wisconsin",42368,1584,49.2,0.2
"55131","Wisconsin",69237,1609,42.1,0.3
"55133","Wisconsin",76545,848,42.8,0.2
"55135","Wisconsin",51994,1495,44.4,0.2
"55137","Wisconsin",45166,1581,47.9,0.3
"55139","Wisconsin",52018,870,37.7,0.2
"55141","Wisconsin",48961,1413,43.4,0.3
"56001","Wyoming",42834,2677,26.6,0.4
"56003","Wyoming",51679,2108,41.2,0.7
"56005","Wyoming",80060,4714,32.7,0.7
"56007","Wyoming",56825,3998,39,0.8
"56009","Wyoming",62307,6211,40.3,1.4
"56011","Wyoming",60445,4096,43.4,1.1
"56013","Wyoming",52773,2488,38.2,0.4
"56015","Wyoming",42689,4929,42.9,0.6
"56017","Wyoming",45278,4773,49.6,1.5
"56019","Wyoming",54065,6444,44.6,0.4
"56021","Wyoming",60706,2418,36.7,0.3
"56023","Wyoming",66647,5160,38.1,1.3
"56025","Wyoming",56871,2135,36,0.3
"56027","Wyoming",40398,12268,43,5.4
"56029","Wyoming",56363,2521,43.6,0.7
"56031","Wyoming",38500,7226,47.9,1.4
"56033","Wyoming",55455,3115,42.2,0.6
"56035","Wyoming",81772,11745,38.1,1.7
"56037","Wyoming",69022,4015,33.6,0.6
"56039","Wyoming",75325,7370,38,1
"56041","Wyoming",56569,4738,34.6,0.7
"56043","Wyoming",47652,4384,43.4,0.8
"56045","Wyoming",57738,5291,42.1,1.6
"72001","Puerto Rico",10499,1326,37.8,0.7
"72003","Puerto Rico",16029,1247,39.5,0.5
"72005","Puerto Rico",17267,932,39.7,0.4
"72007","Puerto Rico",14824,1256,37.7,0.8
"72009","Puerto Rico",17307,1385,40.2,0.5
"72011","Puerto Rico",17386,1240,40.4,0.5
"72013","Puerto Rico",16485,796,40.2,0.4
"72015","Puerto Rico",15298,1594,37.2,0.6
"72017","Puerto Rico",15212,1492,37,0.8
"72019","Puerto Rico",14331,1296,34.3,0.3
"72021","Puerto Rico",24430,726,39.3,0.2
"72023","Puerto Rico",16499,1125,41.1,0.5
"72025","Puerto Rico",23769,980,38.4,0.3
"72027","Puerto Rico",17532,1282,39,0.4
"72029","Puerto Rico",20023,1322,37.5,0.5
"72031","Puerto Rico",27969,809,39.7,0.3
"72033","Puerto Rico",18326,1671,36.9,0.5
"72035","Puerto Rico",20751,1025,39.8,0.5
"72037","Puerto Rico",20702,2319,39.7,1.2
"72039","Puerto Rico",12630,1487,38.9,0.6
"72041","Puerto Rico",23315,1332,37.6,0.5
"72043","Puerto Rico",18233,1038,37.7,0.5
"72045","Puerto Rico",13124,989,36.4,0.5
"72047","Puerto Rico",15098,1498,36.4,0.7
"72049","Puerto Rico",18649,3197,38.9,6.3
"72051","Puerto Rico",26947,2351,38.3,0.9
"72053","Puerto Rico",19320,1373,39.1,0.7
"72054","Puerto Rico",14994,2823,37.1,0.6
"72055","Puerto Rico",13682,1154,39.6,1
"72057","Puerto Rico",15860,846,36.4,0.5
"72059","Puerto Rico",15067,1440,38.3,0.8
"72061","Puerto Rico",34719,1821,41.3,0.4
"72063","Puerto Rico",29317,3198,36.7,0.3
"72065","Puerto Rico",18687,1258,39.4,0.4
"72067","Puerto Rico",20598,1806,44,0.4
"72069","Puerto Rico",19342,1008,39.7,0.4
"72071","Puerto Rico",15707,825,40,0.6
"72073","Puerto Rico",16033,2058,35.2,0.2
"72075","Puerto Rico",18609,1065,36.4,0.3
"72077","Puerto Rico",19141,1378,36.1,0.4
"72079","Puerto Rico",13215,1389,41.9,1.8
"72081","Puerto Rico",11905,937,39.2,0.7
"72083","Puerto Rico",13944,2026,38,1.2
"72085","Puerto Rico",18838,1703,37,0.5
"72087","Puerto Rico",18718,919,35.7,0.3
"72089","Puerto Rico",18170,1620,39.3,0.6
"72091","Puerto Rico",18162,1311,39.1,0.6
"72093","Puerto Rico",12606,2893,40.7,1.8
"72095","Puerto Rico",19541,2736,41.5,0.9
"72097","Puerto Rico",14871,747,38.3,0.5
"72099","Puerto Rico",14427,984,37.3,0.6
"72101","Puerto Rico",16536,1655,35.2,0.1
"72103","Puerto Rico",18704,1411,36.1,0.4
"72105","Puerto Rico",17423,1787,37,0.7
"72107","Puerto Rico",14110,1065,36.5,0.6
"72109","Puerto Rico",13284,1240,41.7,1
"72111","Puerto Rico",15497,1086,35.1,0.1
"72113","Puerto Rico",16318,538,38.3,0.3
"72115","Puerto Rico",15806,1397,39.1,0.5
"72117","Puerto Rico",16755,1214,42.6,1.1
"72119","Puerto Rico",22246,1550,38.6,0.6
"72121","Puerto Rico",14795,1705,40.2,0.7
"72123","Puerto Rico",15240,1454,36.5,0.6
"72125","Puerto Rico",14797,1223,41.3,0.9
"72127","Puerto Rico",21243,510,40.4,0.2
"72129","Puerto Rico",16538,1217,39,0.5
"72131","Puerto Rico",14345,1273,41.1,0.5
"72133","Puerto Rico",15674,2135,35.5,0.2
"72135","Puerto Rico",29976,1514,35.8,0.2
"72137","Puerto Rico",23303,983,37.6,0.4
"72139","Puerto Rico",30140,1368,37.8,0.4
"72141","Puerto Rico",15725,905,39.7,0.8
"72143","Puerto Rico",18016,1334,36.7,0.5
"72145","Puerto Rico",16948,1234,38.5,0.8
"72147","Puerto Rico",18104,3771,42.8,1
"72149","Puerto Rico",17818,1255,35.9,0.3
"72151","Puerto Rico",15627,1836,39.6,0.7
"72153","Puerto Rico",14708,1245,40.8,0.7
